"Id","TemplateName","PushHeaderLength","PullHeaderLength","PushPayloadType","PullPayloadType","CreatedDate","MeterTemplateId","MeterProfileHeaderTemplateId","EventTemplateId","BillTemplateId","DailyTemplateId","BlockTemplateId","InstantTemplateId","MiscTemplateId","CreatedBy","IsFG23","EventNonProfileTemplateId","IsLocked","Detail"
"147","MCL_LTCT_RF FG23_1","12","12","2","2","15-05-2026 14:17:33","147","3","70","91","68","79","87","45","gaurav@kimbal.io","True","50","1","{""RFFirmwareVersion"":null,""MeterInternalFirmwareVersion"":[""MMCL23.00.15_MAHAL.57.08""],""MeterFirmwareVersion"":null}"
"148","MCL_LTCT_RF FG23_2","12","12","2","2","15-05-2026 14:17:33","148","3","70","90","68","79","86","45","gaurav@kimbal.io","True","50","1","{""RFFirmwareVersion"":[""17.8.4.12""],""MeterInternalFirmwareVersion"":[""MMCL23.00.27_MAHAL57.23""],""MeterFirmwareVersion"":null}"
"149","MSEDCL_New_KMesh","0","7","3","3","15-05-2026 14:17:33","149","0","49","93","49","55","54","13","gaurav@kimbal.io","True","36","1","NULL"
"150","APRAAVA HP - IMG(1P)","0","0","3","3","15-05-2026 14:17:33","150","0","5","5","7","6","59","12","gaurav@kimbal.io","False","3","1","NULL"
"151","PVVNL_KMESH","0","7","3","3","15-05-2026 14:17:33","151","0","48","57","70","54","53","46","vikash.singh@kimbal.io","True","35","1","NULL"
"152","WB LTCT FG23_NewHeader","12","12","2","2","15-05-2026 14:17:33","152","3","12","95","12","81","90","11","gaurav@kimbal.io","True","8","1","{""RFFirmwareVersion"":[""17.8.0.20""],""MeterInternalFirmwareVersion"":[""WBL01.00.22""],""MeterFirmwareVersion"":[""KM1- 01.24""]}"
"153","MSEDCL_New_MQTT_Cellular","0","0","3","3","15-05-2026 14:17:33","153","0","49","93","49","55","54","13","gaurav@kimbal.io","False","36","1","NULL"
"154","MSEDCL_New_TCP 4G","0","0","4","4","15-05-2026 14:17:33","154","0","49","93","49","55","54","13","gaurav@kimbal.io","False","36","1","NULL"
"155","WB LTCT FG23_Unified_1","12","12","2","2","15-05-2026 14:17:33","155","3","72","94","69","80","89","24","gaurav@kimbal.io","True","8","1","NULL"
"156","APDCL_SAT_3P(AIIB)","12","12","2","2","15-05-2026 14:17:33","156","3","46","54","46","51","91","32","gaurav@kimbal.io","False","33","1","NULL"
"157","NSC kushal","12","12","2","2","15-05-2026 14:17:33","157","3","46","54","46","85","96","48","vikash.singh@kimbal.io","False","33","1","NULL"
"158","APDCL 3P (PA series)_RSSI","12","12","2","2","15-05-2026 14:17:33","158","3","67","49","42","46","93","29","gaurav@kimbal.io","False","29","1","{""RFFirmwareVersion"":[""15.13.0.5:13""],""MeterInternalFirmwareVersion"":[""PA102.00.18"",""APAR4.20.10""],""MeterFirmwareVersion"":[""CRN- 06.02""]}"
"159","Noida_TCP","0","0","4","4","15-05-2026 14:17:33","159","0","33","97","34","36","94","22","gaurav@kimbal.io","False","23","1","NULL"
"160","DGVCL 1P KMESH","0","7","3","3","15-05-2026 14:17:33","160","0","48","57","48","54","53","33","gaurav@kimbal.io","False","35","1","{""RFFirmwareVersion"":null,""MeterInternalFirmwareVersion"":[""MG1PR.00.07""],""MeterFirmwareVersion"":null}"
"161","DGVCL 3P KMESH","0","7","3","3","15-05-2026 14:17:33","161","0","53","63","72","60","60","39","gaurav@kimbal.io","True","39","1","NULL"
"162","PVVNL(MID)","12","12","2","2","15-05-2026 14:17:33","162","3","58","68","74","87","67","42","peeyush.mishra@kimbal.io","True","44","1","NULL"
"163","PVVNL(OLD)","12","12","2","2","15-05-2026 14:17:33","163","3","74","99","73","86","98","47","vikash.singh@kimbal.io","True","51","1","NULL"
"164","Intelli PKG 7-APDCL-Kmesh","0","7","3","3","15-05-2026 14:17:33","164","0","5","46","7","6","59","27","gaurav@kimbal.io","False","3","1","NULL"
"165","MonteCarlo/NCC-MSEDCL-3P-4G_TCP","0","0","4","4","15-05-2026 14:17:33","165","0","68","86","18","76","83","25","gaurav@kimbal.io","False","49","1","NULL"
"166","Anvil_Arunachal_LTCT_IMG","0","0","3","3","15-05-2026 14:17:33","166","0","40","44","40","43","45","19","gaurav@kimbal.io","False","26","1","NULL"
"167","Anvil_Arunachal_LTCT_RF","12","12","2","2","15-05-2026 14:17:33","167","3","75","100","75","88","99","19","gaurav@kimbal.io","True","52","1","NULL"
"168","ARUNACHAL 1P","10","10","2","2","15-05-2026 14:17:33","168","0","36","32","37","39","40","0","peeyush.mishra@kimbal.io","True","27","1","NULL"
"169","DGVCL 3P_TCP 4G","0","0","4","4","15-05-2026 14:17:33","169","0","53","63","53","60","60","39","gaurav@kimbal.io","False","39","1","NULL"
"170","MES_DELHI_Kimbal_RF","12","12","2","2","15-05-2026 14:17:33","170","3","36","32","37","39","40","16","gaurav@kimbal.io","True","27","1","NULL"
"171","Private_Meter_RF","12","12","2","2","15-05-2026 14:17:33","171","3","78","102","78","90","100","50","gaurav@kimbal.io","True","33","1","NULL"
"172","MonteCarlo/NCC-MSEDCL-3P-MQTT","0","0","3","3","15-05-2026 14:17:33","172","0","68","86","18","76","83","25","gaurav@kimbal.io","False","49","1","NULL"
"173","PrivateMeter_3P","12","12","2","2","15-05-2026 14:17:33","173","3","79","103","79","91","102","0","peeyush.mishra@kimbal.io","True","33","1","NULL"
"174","BRIGHTGRID_KMesh","0","7","3","3","15-05-2026 14:17:33","174","0","45","104","80","50","103","30","gaurav@kimbal.io","True","32","1","NULL"
"175","Apraava APDCL 3P (AR series)","12","12","2","2","15-05-2026 14:17:33","175","3","80","105","81","92","104","51","vikash.singh@kimbal.io","False","53","1","NULL"
"176","Apraava APDCL 3P (PA series)","12","12","2","2","15-05-2026 14:17:30","176","3","81","106","82","93","105","51","vikash.singh@kimbal.io","False","54","1","NULL"
"177","Apraava APDCL LTCT (LAP series)","12","12","2","2","15-05-2026 14:17:30","177","3","82","107","83","94","106","51","vikash.singh@kimbal.io","False","55","1","NULL"
"178","Apraava 1P Intelli1","12","12","2","2","15-05-2026 14:17:30","178","3","46","108","46","95","107","0","peeyush.mishra@kimbal.io","False","33","1","NULL"
"179","APRAAVA-HP-UNIFIED","12","12","2","2","15-05-2026 14:17:30","179","3","76","101","76","89","63","52","peeyush.mishra@kimbal.io","True","5","1","{""RFFirmwareVersion"":[""17.12.4.23""],""MeterInternalFirmwareVersion"":[""HPSX3.00.10"",""APHP0.01.25""],""MeterFirmwareVersion"":null}"
"180","JVVNL_DEMO","0","0","4","4","15-05-2026 14:17:30","180","0","48","109","84","54","109","46","gaurav@kimbal.io","False","35","1","NULL"
"181","ARUNACHAL_3P(unified)","12","12","2","2","15-05-2026 14:17:30","181","3","83","110","85","96","110","19","peeyush.mishra@kimbal.io","True","52","1","NULL"
"182","Arunachal_1P(unified)","12","12","2","2","15-05-2026 14:17:30","182","3","62","112","62","71","76","34","peeyush.mishra@kimbal.io","True","33","1","NULL"
"183","NCC PKG8/9/Montecarlo 1P_(Updated)","12","12","2","2","15-05-2026 14:17:30","183","3","31","113","32","34","32","10","milan.sharma@kimbal.io","True","21","1","NULL"
"184","PANASONIC_3P","12","12","2","2","15-05-2026 14:17:30","184","3","84","114","86","97","26","25","vikash.singh@kimbal.io","True","56","1","NULL"
"185","Apprava_WB_3P_RF","12","12","2","2","15-05-2026 14:17:30","185","3","12","115","12","13","114","55","vikash.singh@kimbal.io","True","8","1","NULL"
"186","Private Meter 1P_FG13","12","12","2","2","15-05-2026 14:17:30","186","3","31","117","32","34","32","10","vikash.singh@kimbal.io","True","21","1","NULL"
"187","EMPANELMENT_LTCT","0","0","4","4","29-06-2026 10:39:50","187","0","88","124","91","102","119","57","vikash.singh@kimbal.io","False","60","0",""
"188","WB LTCT TCP_Copy","0","0","4","4","03-07-2026 09:26:15","188","0","12","125","12","13","10","24","gaurav@kimbal.io","False","8","1",""
"189","WB LTCT RF_Copy","10","10","2","2","03-07-2026 09:25:47","189","0","12","125","12","13","10","24","gaurav@kimbal.io","True","8","1",""
"190","Private_Meter_1P_KMesh","0","7","3","3","17-07-2026 09:37:48","190","0","89","127","92","104","121","13","vikash.singh@kimbal.io","False","61","0",""
"191","Private_Meter_1P_K-IMG","0","0","3","3","20-07-2026 06:45:21","191","0","89","127","92","104","121","13","vikash.singh@kimbal.io","False","61","0",""
"192","WB_3P_Unified","12","12","2","2","25-07-2026 10:51:03","192","3","72","128","69","106","89","0","peeyush.mishra@kimbal.io","True","8","0",""
"193","Private_Meter_1P_KMesh (With Neutral Current)","0","7","3","3","28-07-2026 09:24:49","193","0","89","127","92","104","122","13","chaitanya@kimbal.io","False","61","0",""
"194","EMS_DEMO_2_3P","0","0","4","4","31-07-2026 10:31:51","194","0","90","129","93","107","125","15","vikash.singh@kimbal.io","False","62","0",""
